0;0;1
1;0;1
2;0;1
3;0;1
4;0;1
5;0;1
6;0;1
7;0;1
8;0;1
9;0;1
10;0;1
11;0;1
12;0;1
13;0;1
14;0;1
15;0;1
16;0;1
17;0;1
18;0;1
19;0;1
20;0;1
21;0;1
22;0;1
23;0;1
24;0;1
25;0;1
26;0;1
27;0;1
28;0;1
29;0;1
30;0;1
31;0;1
32;0;1
33;0;1
34;0;1
35;0;1
36;0;1
37;0;1
38;0;1
39;0;1
40;0;1
41;0;1
42;0;1
43;0;1
44;0;1
45;0;1
46;0;1
47;0;1
48;0;1
49;0;1
50;0;1
51;0;1
52;0;1
53;0;1
54;0;1
55;0;1
56;0;1
57;0;1
58;0;1
59;0;1
60;0;1
61;0;1
62;0;1
63;0;1
64;0;1
65;0;1
66;0;1
67;0;1
68;0;1
69;0;1
70;0;1
71;0;1
72;0;1
73;0;1
74;0;1
75;0;1
76;0;1
77;0;1
78;0;1
79;0;1
80;0;1
81;0;1
82;0;1
83;0;1
84;0;1
85;0;1
86;0;1
87;0;1
88;0;1
89;0;1
90;0;1
91;0;1
92;0;1
93;0;1
94;0;1
95;0;1
96;0;1
97;0;1
98;0;1
99;0;1
99;0;0
99;1;0
99;2;0
99;3;0
99;4;0
99;5;0
99;6;0
99;7;0
99;8;0
99;9;0
99;10;0
99;11;0
99;12;0
99;13;0
99;14;0
99;15;0
99;16;0
99;17;0
99;18;0
99;19;0
99;20;0
99;21;0
99;22;0
99;23;0
99;24;0
99;25;0
99;26;0
99;27;0
99;28;0
99;29;0
99;30;0
99;31;0
99;32;0
99;33;0
99;34;0
99;35;0
99;36;0
99;37;0
99;38;0
99;39;0
99;40;0
99;41;0
99;42;0
99;43;0
99;44;0
99;45;0
99;46;0
99;47;0
99;48;0
99;49;0
99;50;0
99;51;0
99;52;0
99;53;0
99;54;0
99;55;0
99;56;0
99;57;0
99;58;0
99;59;0
99;60;0
99;61;0
99;62;0
99;63;0
99;64;0
99;65;0
99;66;0
99;67;0
99;68;0
99;69;0
99;70;0
99;71;0
99;72;0
99;73;0
99;74;0
99;75;0
99;76;0
99;77;0
99;78;0
99;79;0
99;80;0
99;81;0
99;82;0
99;83;0
99;84;0
99;85;0
99;86;0
99;87;0
99;88;0
99;89;0
99;90;0
99;91;0
99;92;0
99;93;0
99;94;0
99;95;0
99;96;0
99;97;0
99;98;0
99;99;0
0;99;1
1;99;1
2;99;1
3;99;1
4;99;1
5;99;1
6;99;1
7;99;1
8;99;1
9;99;1
10;99;1
11;99;1
12;99;1
13;99;1
14;99;1
15;99;1
16;99;1
17;99;1
18;99;1
19;99;1
20;99;1
21;99;1
22;99;1
23;99;1
24;99;1
25;99;1
26;99;1
27;99;1
28;99;1
29;99;1
30;99;1
31;99;1
32;99;1
33;99;1
34;99;1
35;99;1
36;99;1
37;99;1
38;99;1
39;99;1
40;99;1
41;99;1
42;99;1
43;99;1
44;99;1
45;99;1
46;99;1
47;99;1
48;99;1
49;99;1
50;99;1
51;99;1
52;99;1
53;99;1
54;99;1
55;99;1
56;99;1
57;99;1
58;99;1
59;99;1
60;99;1
61;99;1
62;99;1
63;99;1
64;99;1
65;99;1
66;99;1
67;99;1
68;99;1
69;99;1
70;99;1
71;99;1
72;99;1
73;99;1
74;99;1
75;99;1
76;99;1
77;99;1
78;99;1
79;99;1
80;99;1
81;99;1
82;99;1
83;99;1
84;99;1
85;99;1
86;99;1
87;99;1
88;99;1
89;99;1
90;99;1
91;99;1
92;99;1
93;99;1
94;99;1
95;99;1
96;99;1
97;99;1
98;99;1
99;99;1
0;0;1
0;1;0
0;2;0
0;3;0
0;4;0
0;5;0
0;6;0
0;7;0
0;8;0
0;9;0
0;10;0
0;11;0
0;12;0
0;13;0
0;14;0
0;15;0
0;16;0
0;17;0
0;18;0
0;19;0
0;20;0
0;21;0
0;22;0
0;23;0
0;24;0
0;25;0
0;26;0
0;27;0
0;28;0
0;29;0
0;30;0
0;31;0
0;32;0
0;33;0
0;34;0
0;35;0
0;36;0
0;37;0
0;38;0
0;39;0
0;40;0
0;41;0
0;42;0
0;43;0
0;44;0
0;45;0
0;46;0
0;47;0
0;48;0
0;49;0
0;50;0
0;51;0
0;52;0
0;53;0
0;54;0
0;55;0
0;56;0
0;57;0
0;58;0
0;59;0
0;60;0
0;61;0
0;62;0
0;63;0
0;64;0
0;65;0
0;66;0
0;67;0
0;68;0
0;69;0
0;70;0
0;71;0
0;72;0
0;73;0
0;74;0
0;75;0
0;76;0
0;77;0
0;78;0
0;79;0
0;80;0
0;81;0
0;82;0
0;83;0
0;84;0
0;85;0
0;86;0
0;87;0
0;88;0
0;89;0
0;90;0
0;91;0
0;92;0
0;93;0
0;94;0
0;95;0
0;96;0
0;97;0
0;98;0
0;99;1
1;0;1
2;0;1
3;0;1
4;0;1
5;0;1
6;0;1
7;0;1
8;0;1
9;0;1
10;0;1
11;0;1
12;0;1
13;0;1
14;0;1
15;0;1
16;0;1
17;0;1
18;0;1
19;0;1
